basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4532248,ca.proc.d.2012-06-14.14559.1749,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 666 defeated. I therefore declare Motions Nos. 667 and 668 defeated.
The next question is on Motion No. 669. Is it the pleasure of the House to adopt the motion?",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532249,ca.proc.d.2012-06-14.14559.1750,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed.
 No.",,,Some hon. members,
4532250,ca.proc.d.2012-06-14.14559.1751,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea.,New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532251,ca.proc.d.2012-06-14.14559.1752,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea.,,,Some hon. members,
4532252,ca.proc.d.2012-06-14.14559.1753,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay.,New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532253,ca.proc.d.2012-06-14.14559.1754,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay.,,,Some hon. members,
4532254,ca.proc.d.2012-06-14.14559.1755,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it.
 And five or more members having risen: ",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532255,ca.proc.d.2012-06-14.14559.1756,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"(The House divided on Motion No. 669, which was negatived on the following division:)
Vote #403",,,,
4532256,ca.proc.d.2012-06-14.14559.1757,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 669 defeated.
The next question is on Motion No. 670. This vote also applies to Motions Nos. 671 to 685.
A negative vote on the motion requires the question to be put on Motion No. 686.",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532257,ca.proc.d.2012-06-14.14559.1758,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"On a point of order, the hon. member for Vancouver South.",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532258,ca.proc.d.2012-06-14.14559.1759,2012-06-14,427b77c3-bbe5-4c5e-ad6a-2a31f7d79c77,1241,Ms. Wai Young,Interjection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"Madam Speaker, for some reason my vote was not counted.",Conservative,Vancouver South,Wai Young,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=427b77c3-bbe5-4c5e-ad6a-2a31f7d79c77&Language=E&Section=ALL
4532259,ca.proc.d.2012-06-14.14559.1760,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,Interjection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,The hon. member's name will be added to the results.,New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532260,ca.proc.d.2012-06-14.14559.1761,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"(The House divided on Motion No. 670, which was negatived on the following division:)
Vote #404",,,,
4532261,ca.proc.d.2012-06-14.14559.1762,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 670 defeated. I therefore declare Motions Nos. 671 to 685 defeated.
The next question is on Motion No. 686. Is it the pleasure of the House to adopt the motion?",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532262,ca.proc.d.2012-06-14.14559.1763,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed.
 No.",,,Some hon. members,
4532263,ca.proc.d.2012-06-14.14559.1764,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea. ,New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532264,ca.proc.d.2012-06-14.14559.1765,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea.,,,Some hon. members,
4532265,ca.proc.d.2012-06-14.14559.1766,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay.,New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532266,ca.proc.d.2012-06-14.14559.1767,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay.,,,Some hon. members,
4532267,ca.proc.d.2012-06-14.14559.1768,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it.
 And five or more members having risen: ",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532268,ca.proc.d.2012-06-14.14559.1769,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"(The House divided on Motion No. 686, which was negatived on the following division:)
Vote #405",,,,
4532269,ca.proc.d.2012-06-14.14559.1770,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 686 defeated. 
The next question is on Motion No. 687. This vote also applies to Motions Nos. 688, 689 and 691 to 694. If Motion No. 687 is negatived, the question will be put on Motion Nos. 690 and 695. ",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532270,ca.proc.d.2012-06-14.14559.1771,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"(The House divided on Motion No. 687, which was negatived on the following division:) 
Vote #406",,,,
4532271,ca.proc.d.2012-06-14.14559.1772,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 687 defeated. I therefore declare Motions Nos. 688, 689 and 691 to 694 defeated.
The next question is on Motion No. 690. Is it the pleasure of the House to adopt the motion?",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532272,ca.proc.d.2012-06-14.14559.1773,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed. 
 No. ",,,Some hon. members,
4532273,ca.proc.d.2012-06-14.14559.1774,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea. ,New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532274,ca.proc.d.2012-06-14.14559.1775,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea. ,,,Some hon. members,
4532275,ca.proc.d.2012-06-14.14559.1776,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay. ,New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532276,ca.proc.d.2012-06-14.14559.1777,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay. ,,,Some hon. members,
4532277,ca.proc.d.2012-06-14.14559.1778,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it. 
 And five or more members having risen: ",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532278,ca.proc.d.2012-06-14.14559.1779,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"(The House divided on Motion No. 690, which was negatived on the following division:)
Vote #407",,,,
4532279,ca.proc.d.2012-06-14.14559.1780,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,Interjection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 690 defeated.
The question is on Motion No. 695.
Is it the pleasure of the House to adopt the motion?",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532280,ca.proc.d.2012-06-14.14559.1781,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed.
 No. ",,,Some hon. members,
4532281,ca.proc.d.2012-06-14.14559.1782,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea. ,New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532282,ca.proc.d.2012-06-14.14559.1783,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea.,,,Some hon. members,
4532283,ca.proc.d.2012-06-14.14559.1784,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay. ,New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532284,ca.proc.d.2012-06-14.14559.1785,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay.,,,Some hon. members,
4532285,ca.proc.d.2012-06-14.14559.1786,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it. 
 And five or more members having risen:  ",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532286,ca.proc.d.2012-06-14.14559.1787,2012-06-14,000a129f-5449-40ed-94d2-7e21a262b0b1,8528,Ms. Nycole Turmel,Interjection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"Madam Speaker, I rise on a point of order.
The hon. member for Ottawa—Orléans entered after you started reading the question.",New Democratic Party,Hull--Aylmer,Nycole Turmel,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=000a129f-5449-40ed-94d2-7e21a262b0b1&Language=E&Section=ALL
4532287,ca.proc.d.2012-06-14.14559.1788,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,The hon. member for Ottawa—Orléans.,New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532288,ca.proc.d.2012-06-14.14559.1789,2012-06-14,6696452b-1ef5-449d-9002-fd1b57fb0c12,427,Mr. Royal Galipeau,Interjection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"Madam Speaker, I do not know where the hon. member is getting that idea from. I did not even leave the chamber. I have been in my seat for several votes now without leaving.
However, the hon. member for Rimouski-Neigette—Témiscouata—Les Basques hurried in after you began reading the question and laughed nervously as he voted. ",Conservative,Ottawa--Orléans,Royal Galipeau,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6696452b-1ef5-449d-9002-fd1b57fb0c12&Language=E&Section=ALL
4532289,ca.proc.d.2012-06-14.14559.1790,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,Interjection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"Order. The matter is settled. In keeping with tradition, we will take the hon. member at his word. 
The hon. member for Rimouski-Neigette—Témiscouata—Les Basques.",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532290,ca.proc.d.2012-06-14.14559.1791,2012-06-14,a71a1741-7ff2-4246-b0da-4622e96b10cf,1082,Mr. Guy Caron,Interjection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"Madam Speaker, I arrived in time for the vote, but after you began to put the question. If my vote does not count, I will withdraw it.",New Democratic Party,Rimouski-Neigette--Témiscouata--Les Basques,Guy Caron,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=a71a1741-7ff2-4246-b0da-4622e96b10cf&Language=E&Section=ALL
4532291,ca.proc.d.2012-06-14.14559.1792,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"(The House divided on Motion No. 695, which was negatived on the following division:)
Vote #408",,,,
4532292,ca.proc.d.2012-06-14.14559.1793,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 695 defeated.
The next question is on Motion No. 696. The vote on this motion also applies to Motions Nos. 697 to 702, 704 and 705. A negative vote on Motion No. 696 requires the question to be put on Motion No. 703.",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532293,ca.proc.d.2012-06-14.14559.1794,2012-06-14,cedf1659-ebb1-4f26-b723-5c7c5353988b,573,Mrs. Carol Hughes,Interjection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"Madam Speaker, I want to be sure that my vote in favour of the motion was counted.",New Democratic Party,Algoma--Manitoulin--Kapuskasing,Carol Hughes,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=cedf1659-ebb1-4f26-b723-5c7c5353988b&Language=E&Section=ALL
4532294,ca.proc.d.2012-06-14.14559.1795,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,Okay. The hon. member's name will be added to the record.,New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532295,ca.proc.d.2012-06-14.14559.1796,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"(The House divided on Motion No. 696, which was negatived on the following division:)
Vote #409",,,,
4532296,ca.proc.d.2012-06-14.14559.1797,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 696 defeated.
Therefore, Motions Nos. 697 to 702, 704 and 705 are defeated.
The next question is on Motion No. 703.
 Is it the pleasure of the House to adopt the motion? ",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532297,ca.proc.d.2012-06-14.14559.1798,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed. 
 No. ",,,Some hon. members,
4532298,ca.proc.d.2012-06-14.14559.1799,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea. ,New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532299,ca.proc.d.2012-06-14.14559.1800,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea. ,,,Some hon. members,
4532300,ca.proc.d.2012-06-14.14559.1801,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay. ,New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532301,ca.proc.d.2012-06-14.14559.1802,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay. ,,,Some hon. members,
